# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Oct 22 10:22:29 BRT 2021 [seed=1634908943568]
# -overwrite aln.AllBr.Major_Brazilian_clade.cd-hit.HKY+I+G4_StrictClock_Exponential_Assym-Phylogeography.xml
state	joint	prior	likelihood	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.clock.rate	local.clock.rate	default.meanRate	local.meanRate	local.rates.CentreWest.MG	local.rates.CentreWest.Northeast	local.rates.CentreWest.RJ	local.rates.CentreWest.SP	local.rates.CentreWest.South	local.rates.MG.Northeast	local.rates.MG.RJ	local.rates.MG.SP	local.rates.MG.South	local.rates.Northeast.RJ	local.rates.Northeast.SP	local.rates.Northeast.South	local.rates.RJ.SP	local.rates.RJ.South	local.rates.SP.South	local.rates.MG.CentreWest	local.rates.Northeast.CentreWest	local.rates.RJ.CentreWest	local.rates.SP.CentreWest	local.rates.South.CentreWest	local.rates.Northeast.MG	local.rates.RJ.MG	local.rates.SP.MG	local.rates.South.MG	local.rates.RJ.Northeast	local.rates.SP.Northeast	local.rates.South.Northeast	local.rates.SP.RJ	local.rates.South.RJ	local.rates.South.SP	local.indicators.CentreWest.MG	local.indicators.CentreWest.Northeast	local.indicators.CentreWest.RJ	local.indicators.CentreWest.SP	local.indicators.CentreWest.South	local.indicators.MG.Northeast	local.indicators.MG.RJ	local.indicators.MG.SP	local.indicators.MG.South	local.indicators.Northeast.RJ	local.indicators.Northeast.SP	local.indicators.Northeast.South	local.indicators.RJ.SP	local.indicators.RJ.South	local.indicators.SP.South	local.indicators.MG.CentreWest	local.indicators.Northeast.CentreWest	local.indicators.RJ.CentreWest	local.indicators.SP.CentreWest	local.indicators.South.CentreWest	local.indicators.Northeast.MG	local.indicators.RJ.MG	local.indicators.SP.MG	local.indicators.South.MG	local.indicators.RJ.Northeast	local.indicators.SP.Northeast	local.indicators.South.Northeast	local.indicators.SP.RJ	local.indicators.South.RJ	local.indicators.South.SP	local.nonZeroRates	default.treeLikelihood	default.branchRates	local.branchRates	c_local.count[1]	coalescent
801000	-52939.68125245888	-1334.0861251474391	-51605.59512731144	2021.2662681962165	46.02296223229509	256.5434478406532	16.796296608395913	5.094313789604235	0.29650883927100813	0.17943041695900122	0.19508530896777615	0.3289754348022136	0.9950281788179856	0.8896548139773945	8.269267408152538E-4	1.3476031173091296	8.269267408152526E-4	1.3476031173091285	0.9689676998912868	0.8059054914767476	1.8381798987794067	0.3514079200714741	1.4917628153864744	0.22192577896176935	1.322935921528227	0.46888101218585954	1.259520316983775	0.8622847537817481	0.031199467276775326	0.4126587580553206	8.394443197117281	0.19815638440113356	0.4317105027386127	1.0769721618406873	0.1388645801532749	1.8895395382545757	2.750885344053328	0.3566503978062041	0.11843360963173216	4.830161943699275	1.4705678267926376	0.6018665628009809	2.573569675729686	0.4499213502614774	0.30656267820250843	0.856712211280789	0.9333948929320663	1.0134037943859606	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	17.0	-51169.869650649416	0.0	0.0	134.0	-1206.0720981626082
802000	-52972.88616708285	-1336.4464236049066	-51636.43974347794	2021.293103687972	44.850375068232445	692.2366279704137	21.345559534616225	4.7282051976092125	0.2982202870351703	0.1792630639683045	0.1935582851533913	0.328958363843133	1.0676933286006176	0.8746680372869753	8.09695704187076E-4	1.3898478969460748	8.096957041870768E-4	1.3898478969460764	0.7495215277513324	1.4536165198823494	2.300834669981776	1.3654246640867973	2.2006369040511466	0.4433976995418949	0.5534787068733323	0.3675779393940171	0.47107414223081356	0.6028061797816016	0.10869947217206997	0.4817395308664873	7.098156881987893	2.2723154997092623	0.9604422664282999	1.5282904158843718	0.35693144615269773	0.7815280294463409	1.2978765911418277	0.16595757382765358	0.0771840073793675	3.608135368377016	0.4927419148391069	0.3358143740776219	1.7923112357235362	0.5935069878568932	0.7206203400027484	0.8676391956145368	0.9449449023133719	0.6422705201079242	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	18.0	-51183.79371001887	0.0	0.0	153.0	-1204.0161412996133
803000	-52907.447398055	-1263.6634804879402	-51643.78391756706	2021.3291886399927	41.47256614758737	292.66483622908487	19.445677485591993	4.848917626754799	0.2982202870351703	0.1773308066051584	0.19389820207144548	0.3305507042882249	0.9890308470245238	0.8986926678299051	8.29215125996854E-4	1.4382745115001143	8.292151259968533E-4	1.438274511500112	0.8464329296424273	4.128433795528352	0.15352889549633328	0.39793628768556294	1.0415412982120396	1.9326057213630052	0.512463687559679	0.959183323776677	0.7758916993399917	0.04868188146187952	0.14306176674210747	0.6269588931906313	6.398348641144991	1.5315168061877487	0.0890340049724306	2.4254255551559876	0.9382001491714219	1.3501486074516569	1.212297806721583	0.2954464621969817	0.18235142170783716	3.0879505851256965	0.04813568226323345	0.41999194703671533	1.2521760054572486	1.2738220288741522	1.0428062493561265	0.8540971498900175	4.201853979869738	0.8012145264817302	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	12.0	-51187.12333963376	0.0	0.0	161.0	-1140.1624915133616
804000	-52937.5695238533	-1308.299148489758	-51629.27037536354	2021.2439164983655	42.305751817705335	596.9402393652446	21.28279482019632	4.351664573457033	0.2959939278793327	0.18297577961570483	0.19176735738642042	0.3292629351185411	1.5240608639301303	0.8967558578342933	8.60821263099229E-4	1.5333608265200012	8.608212630992295E-4	1.5333608265200032	0.7670908193243078	0.3593092116074528	0.3049518937023714	0.8412607799431172	1.6243279562201998	0.25471169694092033	0.6488151227755545	1.656171723411325	0.7953151490617443	0.0732678908973367	0.14268489778241414	0.9519732638854582	5.080148628117661	0.6448594269573686	0.30963519139182305	0.47509477453530824	2.006812828569329	1.4711440922098513	1.0870081631836443	0.2179915036377709	1.4436907598920705	4.811901669986936	0.09233287046480572	0.41298084563026916	1.9078703013889533	0.7662980682439766	2.914563166926008	0.4967415266814448	0.4746943479198595	2.4130908597868426	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	12.0	-51180.405018165795	0.0	0.0	154.0	-1179.6044078818638
805000	-52906.87390775792	-1286.6153515548751	-51620.25855620305	2021.2837752176058	42.273424036159135	638.5561776580861	21.362465223411174	5.233430440274767	0.2937271240073536	0.1792257517591609	0.1940341612583995	0.333012962975085	0.8540782309807755	0.8746740324687164	8.20605960697091E-4	1.2996585075276137	8.206059606970905E-4	1.2996585075276126	0.37836343515208526	0.5563797003668776	0.3273594705642292	0.9930339143971271	1.6094879889726117	0.740456439062976	0.8599473746864885	0.5760759556162478	0.9999811057879602	0.24643905633145793	0.16833747767804164	0.6290628847835897	4.225436231677948	0.9946344857369211	0.23103181363544742	1.0265091827955681	1.7769849458013416	2.021443641334123	0.23449334152278045	0.9130696838149805	1.2614697608566834	2.3351106754047253	0.1367461631367008	0.6769950637851476	2.6138867083712145	1.4777746660389408	1.4816367606724619	1.0962041926629182	0.24689099006686197	2.5214972956752186	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	15.0	-51144.257597008356	0.0	0.0	155.0	-1167.880065850062
806000	-53020.02913286134	-1402.6849676305415	-51617.344165230796	2021.2989196600734	45.39019241080437	897.8483619099534	23.782956335129093	5.436744141903298	0.3000607907430156	0.17860351800727556	0.1950006793701323	0.32633501187957553	0.7053651656565825	0.8849230591209163	8.413219304977583E-4	1.5531924186700636	8.413219304977583E-4	1.5531924186700639	0.7538049429632212	3.3550030646762927	0.9968607387527276	0.5578457692330198	2.3855150517913164	0.31133467043826113	1.524528688517131	0.7682078603405074	0.6041744759247095	1.1408723473254339	0.050741938065210435	0.3624647663491347	8.594786775506524	1.141524039168141	0.24406137975408718	0.4260771156009695	0.11792098925635693	1.551448598526523	0.2365591447596762	0.4337060618918466	0.29345322313061056	4.401943204052594	0.46401073821233485	0.3897480353287814	2.5165611771611704	0.8229817699343619	1.3736832258591454	0.9452400957687771	0.40173360873308556	0.9053452524386971	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	14.0	-51157.652642363784	0.0	0.0	167.0	-1262.2022580709108
807000	-52985.91868271806	-1363.004422919766	-51622.914259798294	2021.324521366281	46.17802604390719	1220.9840216871212	24.38693260439192	5.385158439279885	0.29311459231171627	0.1854401437995038	0.1896658451954735	0.33177941869330546	0.7762803587339219	0.8787259933600718	8.368096437040348E-4	1.3503853907476495	8.368096437040335E-4	1.3503853907476475	0.6210911788074229	3.3881730757755744	0.9355466499622884	0.7158094500650763	1.4096942809584532	0.6710274531263968	1.0190554616227654	1.0747833338632553	0.9674303839039111	1.7909870670540293	0.03829467221924783	0.25306130086856826	4.993837883036805	0.9080891808381575	0.28597730317158565	0.4284703074942271	0.3638327585535956	1.3740629994824767	0.1579363834414828	0.18502954969129318	0.1194831287686281	2.85397582828621	0.2897058656817262	0.2494062857783811	2.689683983557984	1.3048774181799871	2.7639718252091137	0.7905531150309121	0.4640704462939754	1.32773548429815	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0	-51174.75261985939	0.0	0.0	149.0	-1229.8533118956611
808000	-53113.81159681379	-1440.9412202009178	-51672.870376612875	2021.2610749694816	46.19046195451389	740.4415726554377	22.39270001745837	4.608374125636927	0.29710262787873304	0.17897028430428125	0.18964955148835067	0.33427753632863405	0.7959043865120728	0.8856757622645677	8.041363472138913E-4	1.1574027972617646	8.041363472138922E-4	1.1574027972617653	2.2749939260406236	0.8415635038749291	0.8722515930313622	1.2519843472735066	1.5237918611582764	0.26386593143238074	0.7471194251458381	0.2380963331386331	1.1291428094670615	0.796606784563287	0.10428122658671804	0.05959792525327217	4.771388420910186	0.6023537298700529	0.11818878383112207	0.22183176563227708	3.505230502224739	0.9386298526916486	0.14033884845012515	0.3747032677549922	1.2562491780085114	2.793578827327063	0.29853525817572907	0.8111350715301573	1.3693166834609305	1.6038441703263964	0.5617706939711827	0.9750061206984412	1.1957440611613712	1.1930374973900781	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	15.0	-51200.17789198648	0.0	0.0	153.0	-1323.4242257708088
809000	-52921.96972386449	-1313.1292534638205	-51608.84047040067	2021.302034533077	44.06805542391735	407.26087962831394	19.097275206485772	4.851659231626573	0.29357582417455025	0.182497088008464	0.18959295653011263	0.3343341312868721	0.8718499744187431	0.8762333496965399	8.133930199174814E-4	1.3649507120512523	8.133930199174798E-4	1.3649507120512523	1.9091296139885596	1.7302295337004905	0.7103594645322294	1.2975333335082955	1.2727779386516154	0.466740290476479	1.1768726929468603	0.10439884905951557	0.4191998774052309	0.14360256498022106	0.21496270035327858	0.24019781802456905	5.682475371015576	0.7583975686501813	0.39066870308504154	0.6367800395345382	0.921880688582496	1.2831527222574728	0.08136472316490627	0.14652112675038623	2.9402988705852304	5.1922238405789445	0.5464324232803199	0.22546672233598467	3.08435700363227	0.5184206815510826	1.0625048181437873	0.4554218571454851	1.213956577208529	0.8040178111030711	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	14.0	-51165.733378414814	0.0	0.0	157.0	-1190.7906141831763
810000	-52950.90982686408	-1289.5895431271833	-51661.320283736895	2021.3185249442442	41.92643797287778	286.0791920175788	18.214492680038862	4.9731700952982605	0.292545050114318	0.18118774257039608	0.1919330760284128	0.3343341312868721	0.8691773643564936	0.8928791911719028	8.336862931138053E-4	1.3793828093391172	8.336862931138066E-4	1.3793828093391218	0.13316835062702095	0.5995036668147098	1.0467867656280394	0.46066211112507643	0.414596823758067	2.6090868916706818	2.863876755657579	1.3704784392729636	0.9840296107208374	0.03522909802970619	0.26902192043629003	0.19836873856085344	6.648769889337838	1.045524060444464	1.4724312105750395	1.0045736433950703	0.31791338163713584	2.09241359146791	0.3122904539123982	0.33415640023224663	1.340231963587636	4.69227467801304	0.5827266733276508	0.1743867087288106	3.3563240140449073	1.8115226992317084	0.08952922807917171	1.3566499820123126	0.3213297919285789	0.8566148785555423	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	13.0	-51178.735264715666	0.0	0.0	165.0	-1168.6115536931734
811000	-52964.026083122335	-1325.544697642836	-51638.4813854795	2021.261303717956	45.33126318871875	385.0325809547055	18.667666412751572	4.030819177180381	0.29759301956375406	0.1802643839557877	0.192484790314253	0.3296578061662042	1.3173373691515058	0.9039607757930963	8.402827354539348E-4	1.305397314569917	8.402827354539355E-4	1.3053973145699147	0.11506276144003535	1.6166747019171792	0.6054845015407099	0.9398568291361169	0.7081922319146806	3.336718840108824	1.0620783101347104	0.37252445395460415	0.6000860384752782	0.18619004376168366	0.508727480579707	0.7004910001472676	6.873220037017706	1.9563744561889052	0.6182853964896479	0.6079869863782481	1.1306768102133906	1.716690414734347	0.828802918993624	0.19163805943021647	0.43460114443317316	5.550966143859067	1.0597478187292357	0.21095721279728955	3.628237403130861	0.719400942793818	0.614733588954785	1.44958419630443	1.7008705032475468	0.5445163784364024	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	14.0	-51197.230344165655	0.0	0.0	152.0	-1199.096716995893
812000	-52932.07864699382	-1311.9989570588477	-51620.07968993497	2021.317958462824	45.027694532503915	374.7414725214918	19.06329006280971	5.406453763379097	0.2973549871137206	0.1802643839557877	0.19691102869973245	0.32546960023075827	0.9604190848172581	0.8871485827227503	8.123405154707644E-4	1.452961650450356	8.123405154707626E-4	1.4529616504503542	0.10010847407977322	0.502469920613566	0.10622591159383155	0.2451739928891332	2.3490490956448156	1.0400438565964512	0.723819966293366	0.8688202164670884	0.7639882607911689	0.13890154272152969	0.8963590590723285	0.8350941338972843	4.603739573873886	0.8636612361593234	0.4075641325511678	0.47282252540753583	0.8959645011176248	0.8363051808682234	1.3318943006759836	0.14568712114071186	1.7168872793901881	3.7829132741447054	0.8745124282424394	0.40167992860530816	1.765597601276469	1.0360696534071079	0.5409434521844898	2.419188916262949	0.8874620274494226	0.6638782438949291	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	15.0	-51166.103638095745	0.0	0.0	157.0	-1186.469861428865
813000	-52949.209909053425	-1334.5502336003833	-51614.65967545304	2021.279362451378	45.633642117174674	215.35581785950185	16.690834626362353	5.3169684145186125	0.2973549871137206	0.18251310580656444	0.19466230684895572	0.32546960023075827	0.8301166618019699	0.8986094362192455	8.191244720985239E-4	1.5657972191534115	8.191244720985245E-4	1.5657972191534117	0.029759324305445985	0.14337325674989632	0.5723623867451815	0.20324358685712357	2.574357961092532	0.30713278863721866	0.47081877974303143	0.9391133213567596	0.4016824184445127	0.05004901057348196	2.20259385556832	0.5861192064899718	5.88593291823942	0.3282176192671395	0.4395133942378155	1.2738127194787205	2.3661748880364097	1.104486319754127	1.1533045220172318	0.6146671415677718	1.0610030352962543	4.588061644120831	1.029416937577285	0.325900118655852	2.1477261709343285	0.6276469639819694	1.096048558182278	4.675482974991117	0.7456987787649806	0.29505994895340454	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	14.0	-51171.455069255666	0.0	0.0	157.0	-1201.248537757715
814000	-53086.69115252197	-1475.6391027918285	-51611.05204973014	2021.251158302636	45.58532149051387	800.4506558489848	25.114487318653666	5.237039359403498	0.28960795251112836	0.18206311259107621	0.19874289010875815	0.3295860447890363	1.1918638744563215	0.8913455259932177	8.083521434584689E-4	1.4984574699844588	8.083521434584683E-4	1.4984574699844584	0.009594043598955621	0.0325385865110941	1.710970271670616	0.08596496621597938	2.181249932823992	0.1548804727701782	0.22768574385138837	0.3275955313523558	0.38731978382178645	0.052484035921246286	1.5734628091987364	1.136105683574893	4.068399012839871	0.48855424032052674	0.36981516395605074	0.35346660816285425	1.4882314755593617	0.40983486981123324	0.8946257381304817	0.15261358661585558	1.2253143000061615	2.978435585278509	2.2902520524320034	0.2987870817861757	2.117490314133288	0.6706616598904702	1.3135394108440748	1.6920972718922667	0.5198964816340232	1.336934347420048	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	15.0	-51152.94494307331	0.0	0.0	157.0	-1341.657115222723
815000	-52926.991935866215	-1292.1816333314403	-51634.810302534774	2021.2650076531277	44.38822039574233	272.189943360704	17.335124233340906	5.570691659821552	0.2983577645628177	0.17913554235195173	0.19055308727776687	0.33195360580746264	1.0898261323660308	0.8792340120221827	8.277572425254811E-4	1.2321425026173332	8.277572425254792E-4	1.2321425026173314	0.09426768387197036	0.24413624208781437	1.70123486417937	0.17637267753598093	3.137793535728151	0.08961523588292612	0.26483366800105723	0.42278144768233944	0.263473583068804	0.033272351460619826	1.993943685714861	2.4004701006237172	2.992843359346	0.4897622264334178	0.3635264538158772	0.202478847789545	0.7130142083364249	0.6192081261066442	0.8281379968804496	0.21777781086182435	0.2642589326671313	2.300865543265505	0.4742986228102476	0.9115579617506356	1.670390606314082	0.2331873891667179	1.7167017193950556	0.6548575815128069	0.22953297251124097	1.3252082566580925	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	-51160.47873189096	0.0	0.0	153.0	-1187.4751826910515
816000	-52969.49991010497	-1324.1517834590386	-51645.34812664593	2021.2735997615594	45.06293509767993	348.78513389585856	18.944520112214608	4.805649923796342	0.29943870964365366	0.18022978956060473	0.19055308727776687	0.32977841351797366	1.0898261323660308	0.895303698972151	8.627064542142197E-4	1.5701840504456595	8.627064542142204E-4	1.5701840504456632	0.22840104419627913	0.16682075259190018	0.6657588406567311	0.1086813747794205	0.839851493663274	0.40329536814841194	0.5065347816580057	0.4082025885928295	0.3947038271710261	0.07875727045461683	1.3224955655833062	0.32406445719953486	4.004905021662445	0.7005265579134097	0.24091320143221384	0.36504449246905035	2.787320490412216	1.0691983678763883	1.499091093365624	0.11299219557069419	0.19805749976527717	2.2539145711098243	0.8948751555394585	2.079485471311272	1.7112128899413706	1.4111066276193662	2.6702293694010915	1.7166113368364802	0.20161470669912226	1.669396198264133	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	15.0	-51180.253295527116	0.0	0.0	168.0	-1194.5303952771808
817000	-52936.757616284165	-1336.6159294070735	-51600.14168687709	2021.2550769740496	46.08746960726643	178.62158197252427	15.959683157856452	5.50244738247317	0.30012107155598666	0.18022978956060473	0.1898707253654339	0.32977841351797366	1.0702479958615285	0.8975555286382071	8.017416994516313E-4	1.477830821514579	8.0174169945163E-4	1.477830821514576	0.2737741909688152	0.28664558188473466	0.571435103742765	0.10909188222373749	1.41674646411193	0.38807588767287154	0.30204968704332136	0.7802937083524546	0.27626371139063177	0.37169324171304885	0.7419057756816717	1.4377728722086984	5.157729871697458	0.40770538965761016	0.5344533193043837	0.3201520008843993	1.0550468435707863	1.105589853793358	2.03813802471926	0.06177972629164463	0.360731769881036	3.419327667765062	1.2092607955830692	1.7029844222123396	1.2703247737636694	0.33345629155728457	1.20446042650337	1.3178695071358517	0.23713144090838675	2.0971894729942204	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	16.0	-51157.743140557475	0.0	0.0	146.0	-1212.2680777493308
818000	-52975.07967058943	-1313.2025729754262	-51661.87709761401	2021.3232204719668	43.261938710767694	214.1513027400029	16.06689528530252	5.026917952363131	0.2971062881459615	0.1848637094017786	0.1920081525950443	0.32602184985721455	1.033627904066057	0.9024838861789631	8.812730877889552E-4	1.318689465256007	8.812730877889557E-4	1.3186894652560073	0.3807079512732029	0.5892231269320717	0.9778361989261846	0.584902568062858	2.503407053059715	0.46499221686666675	1.0850239056789772	1.3432263355624117	0.409619473514482	1.662741535389708	0.30358790791319645	0.7146814244854288	5.083011743130167	0.8809226835101608	0.8934253152873014	0.09602352394744183	2.439545347203642	1.359133718203079	1.2511241671343194	0.04829489660742292	0.11055209536227502	2.5802867384669264	0.2783969487354076	1.4730125134175422	0.995996649204376	1.3550593996911937	1.1536817122906171	1.454286930843969	0.5193903043842815	1.7614354124072722	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	20.0	-51174.34913339169	0.0	0.0	139.0	-1190.6632009885707
819000	-53011.59045637806	-1350.2581897467176	-51661.33226663134	2021.280801490163	46.95932043311909	320.18432894931715	18.678152429306156	5.020798729817339	0.29720734610725724	0.18472539407387364	0.19204540996165356	0.32602184985721455	1.818471465683143	0.9008097459148569	8.563909890420263E-4	1.3823614305080356	8.563909890420283E-4	1.3823614305080374	0.6734904754658448	0.560036559643174	1.4701853816428427	1.1224720141088762	1.565123377603473	0.6019957151903752	0.77223826077119	0.6775828191987521	0.577620041209189	0.8746599905149615	0.138304192349931	0.30503931221319963	8.545265984024526	0.6186829330553223	1.8919229817794667	0.33400213265301976	1.2836024828304327	1.5863501130678588	0.25086572178184763	0.1524633133370887	0.0802585229112581	6.277763458155012	0.3711949903806192	0.40481145071862296	2.3064616386917907	2.8037814407376573	0.25435336833004	0.7238846760165111	0.43902660515151315	2.1421796818984906	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	16.0	-51192.12532874193	0.0	0.0	160.0	-1215.463007401552
