# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Oct 22 10:22:29 BRT 2021 [seed=1634908943568]
# -overwrite aln.AllBr.Major_Brazilian_clade.cd-hit.HKY+I+G4_StrictClock_Exponential_Assym-Phylogeography.xml
state	joint	prior	likelihood	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.clock.rate	local.clock.rate	default.meanRate	local.meanRate	local.rates.CentreWest.MG	local.rates.CentreWest.Northeast	local.rates.CentreWest.RJ	local.rates.CentreWest.SP	local.rates.CentreWest.South	local.rates.MG.Northeast	local.rates.MG.RJ	local.rates.MG.SP	local.rates.MG.South	local.rates.Northeast.RJ	local.rates.Northeast.SP	local.rates.Northeast.South	local.rates.RJ.SP	local.rates.RJ.South	local.rates.SP.South	local.rates.MG.CentreWest	local.rates.Northeast.CentreWest	local.rates.RJ.CentreWest	local.rates.SP.CentreWest	local.rates.South.CentreWest	local.rates.Northeast.MG	local.rates.RJ.MG	local.rates.SP.MG	local.rates.South.MG	local.rates.RJ.Northeast	local.rates.SP.Northeast	local.rates.South.Northeast	local.rates.SP.RJ	local.rates.South.RJ	local.rates.South.SP	local.indicators.CentreWest.MG	local.indicators.CentreWest.Northeast	local.indicators.CentreWest.RJ	local.indicators.CentreWest.SP	local.indicators.CentreWest.South	local.indicators.MG.Northeast	local.indicators.MG.RJ	local.indicators.MG.SP	local.indicators.MG.South	local.indicators.Northeast.RJ	local.indicators.Northeast.SP	local.indicators.Northeast.South	local.indicators.RJ.SP	local.indicators.RJ.South	local.indicators.SP.South	local.indicators.MG.CentreWest	local.indicators.Northeast.CentreWest	local.indicators.RJ.CentreWest	local.indicators.SP.CentreWest	local.indicators.South.CentreWest	local.indicators.Northeast.MG	local.indicators.RJ.MG	local.indicators.SP.MG	local.indicators.South.MG	local.indicators.RJ.Northeast	local.indicators.SP.Northeast	local.indicators.South.Northeast	local.indicators.SP.RJ	local.indicators.South.RJ	local.indicators.South.SP	local.nonZeroRates	default.treeLikelihood	default.branchRates	local.branchRates	c_local.count[1]	coalescent
779000	-53058.55642467834	-1414.0568124400002	-51644.49961223834	2021.2601468838682	46.94123215269338	2114.8071733930224	25.585375552495467	5.015936009605795	0.2905985910188032	0.1837157159755811	0.19439354314792218	0.3312921498576925	1.053483487634434	0.8970189200953188	8.420413130039317E-4	1.465623435796321	8.420413130039334E-4	1.465623435796322	1.1223082318445798	0.29986380065606116	0.4042462137856098	0.29571987958546503	1.4998663518662516	0.43079364217215327	1.071062932605078	0.5406934945740088	1.165689963915765	0.30469716872492136	0.63387953496179	0.03781935659243529	10.267373790373277	0.19976802450332518	0.9451286346264255	0.08113958211770256	1.2307838498543322	0.2130881930855578	1.1686203176160168	1.8760664327549716	0.7508053295631444	5.258014080022288	0.2541712353149125	0.5234030437606523	3.5745601071050794	0.5640541754416114	0.28157682197359424	0.5115473180343284	0.5660575169473915	0.7940175941368853	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	-51194.406085674425	0.0	0.0	149.0	-1265.7978554283363
780000	-52978.360019246385	-1359.6285507492657	-51618.73146849712	2021.304110577412	44.00883211520944	1568.8126187857135	24.606236192684033	5.599302836903996	0.29311046918655664	0.17896662170139818	0.19196469544973785	0.33595821366230627	0.9129503064415253	0.8879571402523446	8.240065894957019E-4	1.5640321145676275	8.240065894957003E-4	1.5640321145676253	0.6591273329474142	0.11311787157063159	0.7897866927325193	0.4136632566647841	2.005626281913446	0.12225002495980063	0.6466644349828726	0.35497096277184476	0.710161043287343	0.36522787324552425	1.5824574095306172	0.06340114444113236	5.6319959766311225	1.0090825954207017	1.920545221595482	0.20161916728831006	2.075454068714926	1.0357734279518145	0.16307213589567934	0.3967379254417321	0.519936742153661	2.584103844302624	0.05515139222815877	0.5139529345595263	2.4847684539532895	0.602013676740214	0.31032605888272474	0.6784846529421877	1.010099102326883	0.9060241746811276	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	14.0	-51168.086282739576	0.0	0.0	148.0	-1227.1025968113167
781000	-53027.235907492315	-1396.3171799099835	-51630.918727582335	2021.2739886647132	49.19771464047811	1586.3357257978498	24.1500698098718	4.545082859615955	0.29558864818004355	0.18114775035116829	0.19292424841834566	0.33033935305044143	0.7964562060866915	0.8744382009633229	8.093162591517721E-4	1.4139102129386896	8.093162591517705E-4	1.413910212938689	0.8397682295236999	0.9398282982007048	0.3129476859184104	0.37770743062708173	0.7045125140274295	0.16116034220461506	0.41544490345735774	0.7877736629833647	0.24069354970931522	0.09713064926887617	1.5526755029155532	0.6952038756237208	4.336691644472416	0.4431106706028522	0.571253343158425	0.09579121568597791	1.1718279279557442	0.7178612843133964	0.7203477686623575	0.3604813394366192	0.4057050619245803	2.192986105541949	0.11251450284036155	0.11393503760201762	1.8882178462214607	0.6174714645219261	0.3762049891900678	0.997845066473834	1.3631642844771186	0.8570860817754742	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	17.0	-51185.44350793418	0.0	0.0	150.0	-1266.109391933579
782000	-52969.611174855236	-1325.865111145206	-51643.74606371003	2021.3056575648206	45.24971446855845	1258.4403260466445	24.275182885842177	5.126916795874017	0.29558864818004355	0.18114775035116829	0.19011980211468277	0.3331437993541043	0.9972279191682581	0.8910561936525611	8.215685569861E-4	1.3623502713289946	8.215685569860993E-4	1.3623502713289957	0.1886495520798968	1.0690699668613852	0.4125699574412048	1.3352130650211855	2.0040830257212385	0.5596634788583367	0.7500721266762758	0.4164336656232306	0.7940040142280695	0.3772553829998602	1.7684272238839829	0.1400139766172685	8.186570940819848	0.1864122843369664	0.3120971386034704	1.155511449259605	5.897393526254527	1.2781417860975004	0.9667260797309054	0.23338020225552528	0.2075015988625746	1.860671969250502	0.6712618309295162	0.0163134408935103	1.9756622216384898	2.9092525987291946	0.4502133734963451	0.5772532067350302	1.450205792409624	0.9299252190047437	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	14.0	-51175.2293503441	0.0	0.0	152.0	-1191.9623585379775
783000	-53018.599720724196	-1365.742482209211	-51652.85723851498	2021.2503387616107	46.19526068812235	758.8914938691707	21.589997128464763	4.511778925402012	0.2927612832724531	0.18160373609337496	0.19234867928861457	0.33328630134555637	0.8558618935160601	0.878252498524555	8.574547583551865E-4	1.4245694898740127	8.574547583551846E-4	1.4245694898740098	1.115473502606032	5.5808952079888074	0.30033498215087784	0.9385077574015227	0.7320380909336082	0.4045955111231899	1.3964284933026263	0.5810779117839271	2.2139336069513624	0.16569396925674817	0.5027507165741788	0.3330097564272978	8.903074136866257	0.764377660667469	0.8785061069343713	0.34470832064623136	3.9076923253729583	1.6725004294246177	0.5230105989178552	0.1165345531608563	0.5482885401271334	3.657483269919953	0.8938619011033524	0.019596609359412973	5.428976184366523	1.7684593222007245	0.32024110269948886	0.8652242706090785	1.9557056046777188	2.663600554880292	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	14.0	-51196.15495054436	0.0	0.0	170.0	-1220.8968872261948
784000	-53040.51228622584	-1408.231777059716	-51632.28050916613	2021.3090958620971	48.246852500748496	1554.7155647233178	23.620689227425917	5.156918751443091	0.2927612832724531	0.1841597411078161	0.19684490094731932	0.32623407467241045	0.9348596217867832	0.8929712214158861	8.165254210927493E-4	1.399141658274278	8.165254210927493E-4	1.3991416582742782	0.4849509268978252	4.853550472569265	0.1931667088786457	1.0657653153967042	0.31441632479746806	0.41157642395817606	1.2482638350466135	0.708879269516609	0.6016262907819431	0.6472942198087216	4.094136919360713	0.23273751864089592	6.0162008328230705	1.133219127837282	1.5079948639310055	0.16783639662136024	5.006661167125805	1.314073190004433	2.6365383702828513	0.06931204009984726	0.7128993771839989	1.9416464111764573	0.18323855399142358	0.05391570872750192	2.1889178543570833	2.4525709225371872	0.2038026580559625	0.29845059753877123	0.5465821841420592	0.6780435053756224	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	17.0	-51182.038866124974	0.0	0.0	149.0	-1262.6752865744186
785000	-52917.04619652812	-1304.428215091569	-51612.61798143655	2021.3128723738162	43.47503306836352	303.88076074180947	18.189803215995855	5.333849659577988	0.2951901420259109	0.18025455660160564	0.18695629770417432	0.3375990036683081	1.1302968924448484	0.8749754633311846	8.713853139754444E-4	1.3588011671791496	8.713853139754433E-4	1.3588011671791471	0.5015058731680547	2.511317480958956	0.36287703113263775	1.092031911672831	0.728974825262676	0.814358652514336	1.9166669257118112	0.7567423472877262	1.1075378029610572	0.27896679619059134	2.3507185419241416	0.9658349418891286	10.504466510137084	1.4970331867398634	1.75771617775968	0.35616978104798747	1.5341680352895914	2.238474413824711	0.6993549832506477	0.12025160511317837	0.7271959067408911	4.132938785366888	0.24756840890977103	0.12948711339021873	2.857931671147956	1.4500800351796699	0.07176635785561354	0.3173403812927683	0.2575963622925866	0.055671807844218026	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	17.0	-51164.19255357219	0.0	0.0	144.0	-1173.5145607319655
786000	-52952.174585582536	-1333.0909005262472	-51619.08368505629	2021.2488957192495	44.57526997495487	629.8112524970762	19.90418602465187	4.847505319812196	0.289580308055888	0.18233087699706574	0.19680470578558487	0.3312841091614602	1.1302968924448484	0.8977555594033237	8.012620913824227E-4	1.2051206353418287	8.012620913824238E-4	1.2051206353418273	0.0986994108693348	0.9842145090370632	1.6062266380454018	1.5440126269140577	0.5015663237491954	0.5357419124940727	1.4835937441621803	0.25162341948054434	1.195523771371191	0.2080266007997945	1.1271830648196979	1.2421655749860205	9.069913376157883	1.3063368589177913	0.7473043645205071	0.1200475967699902	0.9099724024379015	2.135909488326714	0.30319953736452	0.7008270587378638	0.4253583437546963	3.4913416876436116	0.10896434276091196	0.2514872946290547	3.3892493358481883	1.2546153729635763	0.25072543426080457	0.2118234567127763	1.8521329232700192	1.4510902891159532	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	17.0	-51169.12540356588	0.0	0.0	150.0	-1208.8797325213175
787000	-52992.11319585974	-1347.9811161291636	-51644.132079730574	2021.2854711821096	45.97803974431269	761.902457136398	21.695449242734497	4.938221195324685	0.29528266483115184	0.18233087699706574	0.19110234901032105	0.3312841091614602	1.1825599289446307	0.8977555594033237	8.265981535033443E-4	1.3497430006911195	8.265981535033445E-4	1.3497430006911184	0.5748587135112941	0.19147916443974777	2.579308470570683	0.49112473599787404	0.13902448290939173	0.20757709482906675	0.9505184768369919	0.17054954524057125	0.41321106041622946	2.1459011569939306	0.8805354501603786	0.6307509727909782	6.26995975770393	0.8478876458596334	4.208488575843279	0.44165310817601083	0.30596619093732846	1.6930941555049073	0.949886900258481	0.25308404361685855	0.9014310988784905	3.176103993098008	0.3267342582698117	1.3785175932644125	2.285881287504799	0.43451486569176767	0.9345844491639667	0.26577096124120214	1.3989611797606047	0.5149014493916863	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	14.0	-51176.34933336481	0.0	0.0	159.0	-1219.5592651601269
788000	-52963.08623424055	-1341.8343458834984	-51621.25188835705	2021.3108336257308	44.53261975886263	112.65083234698157	12.698573429263707	4.92571770583596	0.296194357029404	0.18233087699706574	0.19110234901032105	0.33037241696320807	1.116105212852942	0.8945196901580582	8.188687992211487E-4	1.4410052840536902	8.188687992211492E-4	1.4410052840536904	0.9742749342436705	0.12108745324371545	0.46017829177861613	1.30665611226614	0.2446751989391212	0.7407926075353929	1.1947572537757791	0.05956617197605392	0.8633982104755334	1.1974182567433083	2.511803730249078	1.4848574961821586	3.85258374466016	0.7351232976833996	1.3636883856186572	0.6582905177018477	1.952851646250252	2.3626136411847947	1.1048441132969056	0.4978806428782624	0.1689433173982584	2.147688717790296	0.0956720482803245	0.9529280104866932	1.3968352674947535	1.0138523276642104	0.39349724231466315	0.490627783848945	3.1346595634216796	0.9398282177079237	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	15.0	-51169.354322102154	0.0	0.0	148.0	-1222.7371943688222
789000	-52986.93694249791	-1322.8330466242307	-51664.103895873675	2021.2468290866746	43.84607217785877	103.50366743776033	13.226677836224496	4.92571770583596	0.2942619331985052	0.18190634978985906	0.19613128814627528	0.3277004288653594	1.0605774745937377	0.8835345849687947	8.039538450676147E-4	1.28985956893673	8.039538450676162E-4	1.289859568936732	0.3223137566407872	0.057747816925726114	0.40365540482162143	1.5707812995062302	0.23773136220776356	0.6503947270764123	1.0984315566357592	0.0755867338853522	0.6136416489089604	0.5825624279101614	7.464959712900402	0.6295141220571185	6.715751923000654	0.6051089045941574	1.5275599251279572	0.300797777798767	2.666250017926645	0.8238122296895002	1.1725396450480083	1.757610645463226	0.06301249470918051	3.2878506943843613	0.38422406792043606	0.6775343798927119	2.079610063841092	1.2070487403566181	0.5843573365431514	0.11972217262005218	2.417040539044025	0.5471296802236107	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	16.0	-51206.75834714687	0.0	0.0	147.0	-1203.6820738127979
790000	-52940.32147385715	-1309.0397555172292	-51631.28171833992	2021.2849218233846	43.31516837909257	350.53299039309417	18.151103498971413	5.278461281844223	0.2960488594580336	0.18190634978985906	0.19047281191419158	0.33157197883791467	0.8644237736167316	0.8761807875509305	8.211254753309446E-4	1.1271966049663713	8.211254753309437E-4	1.1271966049663704	0.03483633772592599	0.345597553117156	2.6304854424418904	0.5527823713463231	0.06314169118639415	0.6269548004220687	0.3277576993439055	0.24800607197699798	0.8265050449558571	0.14165117068080174	0.40517199023875783	3.062602187469786	5.8616275595642735	1.4815468478559046	1.981465892652162	0.21646786396521547	1.576439734868202	1.143064345010576	0.6145638178025591	2.788839345145781	0.5739227968351902	4.47625815291115	1.3348928528682074	2.559983939256685	2.288928367037244	0.5375424270101755	0.6236088533368919	1.9005512806644629	5.0636295168170955	0.3153866453668327	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	18.0	-51169.3720964441	0.0	0.0	145.0	-1185.367040452808
791000	-52931.11026579181	-1301.3567373054739	-51629.75352848633	2021.3290725852419	44.2209521765775	322.10556705158484	17.701845988138658	4.712826053502817	0.290372147963414	0.18190634978985906	0.19461833415949262	0.3331031680872333	0.7956969265892159	0.8705752203515723	8.168836615082531E-4	1.1824945494899857	8.168836615082518E-4	1.1824945494899846	0.7407485083245178	0.5256941855848476	1.0234691484116616	0.6263576340959606	0.27789099702245273	0.4280449411222334	0.5870643923971592	0.5705439376372466	0.7363079902692974	0.10674147341423595	0.21415297926948446	1.399810564947932	4.299238352745545	0.7313089803060626	0.20229059692302687	0.127445222607432	3.0173518955701253	1.251604283192726	0.565330365573791	0.2757183647130145	0.43564058565126296	4.3453934282714135	4.216754915930353	2.0557141363104603	2.857101430663277	0.7229438695909632	0.6791088796318504	0.9135678286535337	1.0760967851674088	0.19563907942977307	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	15.0	-51170.34479947879	0.0	0.0	150.0	-1188.0997603919388
792000	-52968.093497491755	-1310.5763406537503	-51657.517156838	2021.3075894523083	43.099655004368735	865.5725240102099	22.47894622280022	5.475298730783094	0.2933634793852749	0.17891501836799814	0.19697254239310386	0.33074895985362207	1.1728944306660325	0.8898263185144931	8.281028877969064E-4	1.5516924729492616	8.281028877969064E-4	1.5516924729492625	0.3014102850178096	1.7222935747022337	1.6625597274194495	0.8403702781881126	1.214551776248541	0.46912553572009813	1.2267978972865474	0.7624075405984944	0.5087689614363405	0.31675671429523267	0.27209451921757	3.4870209005125585	4.729987236085607	0.49674843200447016	0.10041834717989119	0.2846501785544497	0.3793504567804506	0.8643563438219632	0.4581493280232595	0.5279389909522526	0.31276770606739024	2.905918042506846	1.1175148734700442	3.096275518772807	1.2018599288998548	0.2699047825016781	0.5349443633727137	2.0592793262098676	1.8933820001197663	0.21290367608070096	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	15.0	-51198.702806639216	0.0	0.0	157.0	-1176.8288795908015
793000	-52929.488421934446	-1299.8217791532438	-51629.6666427812	2021.2912793113926	45.93653222774018	345.0005423702128	18.377574749725053	5.571866401453712	0.29510734422669443	0.17882764765781697	0.19138654182706935	0.33467846628841824	0.7483106135656719	0.8604139053549974	8.189830698796908E-4	1.1374303708608162	8.189830698796912E-4	1.137430370860814	0.08920980906305606	1.3235888843827128	1.5599171860255021	0.6648399434651919	0.7296220156095405	0.8625816704544452	0.7241007144201872	0.7523427202202657	0.6321739697390828	0.2002858666489107	0.5064708608796823	2.4433945373254176	6.292516822283303	0.20546239688625517	0.12667056535057492	0.23046119772392396	1.961640172486253	0.8410495446073256	0.46512087987419926	0.5978081513986089	0.6040671761135263	2.5090844531639602	2.6746971763427094	2.541009469946103	1.6662532832066157	1.188473531093264	0.17611441147500811	0.14322555201177675	0.2177425620587602	0.18288265481598412	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	15.0	-51174.488557973025	0.0	0.0	148.0	-1187.851948653735
794000	-52979.13323913466	-1322.849732594272	-51656.283506540385	2021.2738826513983	45.772595940126	296.5287819570505	17.498514801209865	4.76140332302474	0.29370787217963057	0.17862613400470756	0.19463402349518236	0.3330319703204786	0.8417719092408062	0.8829521683552758	8.003555854051757E-4	1.5795957588469502	8.003555854051748E-4	1.5795957588469454	1.3082714335715617	0.8011829568682377	0.3755052371883017	0.8869505464051448	0.3580514155550364	0.6365713034276466	0.582296457105877	1.0759075322842855	0.3132663693815479	0.21537552267686566	0.5210786868298664	0.5679853895403364	4.7177360282331176	1.4621823911832628	0.09019669849583055	0.008367800973995407	3.4792748467301697	1.8764470680510905	0.862133957661449	0.7072533211545308	0.5801215735739362	1.9251603991115327	4.062821770962733	0.9741432825382709	2.1154105680631616	0.659990726083014	0.11953077463061254	1.2691484578278664	0.731508968616432	0.45910486410408685	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	15.0	-51195.48813671129	0.0	0.0	155.0	-1191.096180033518
795000	-53021.91591168344	-1346.4759680145628	-51675.43994366888	2021.2898372741402	45.69370781777955	406.3911901491534	19.79019617804349	5.348898595254063	0.29370787217963057	0.17973838101002382	0.19291618987662876	0.33363755693371594	0.8457643582442931	0.8841330022764683	8.939609702222445E-4	1.4782967452984528	8.939609702222445E-4	1.478296745298453	0.640867391982871	0.20919134323118121	1.3684847285816897	0.4185857400793733	0.5094976810112447	1.3754660550879492	1.385805251351672	1.0656754657528247	0.5146247053971345	0.2742313140773076	0.7573173321041027	0.1789764999238573	6.24810025751216	1.1703608045798786	0.23724339411623066	0.023986612772330097	3.423642547516473	0.891049096266483	0.48261845486325194	0.35689248006561386	0.36622442155801604	3.3912952889655186	2.4257375329528905	3.7011853720297276	2.8722220815749733	2.1974680329750353	1.235858150279166	0.32863253298019673	0.3215256107404662	3.3744582369196445	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	12.0	-51203.15331348604	0.0	0.0	157.0	-1211.8102682736237
796000	-52955.36760757383	-1324.2229605856073	-51631.14464698823	2021.2939550464291	45.67018691893179	482.06619118949806	20.39452344337036	4.531588757344344	0.29370787217963057	0.18433069308776026	0.19050822487014676	0.3314532098624615	1.1990137175447868	0.8925358472487993	8.058130659475876E-4	1.44007344287374	8.058130659475866E-4	1.440073442873741	0.6454301002409425	0.6867611545681429	0.6357735917964717	0.842602388338684	0.48679167380200894	0.7321569810096589	0.5103277372879552	4.389968388172458	0.6291284828731601	0.26562339563463	0.23802816998050647	0.3186343828040477	4.162393518161853	0.5784988482892208	0.8609068665147868	0.09077489302896392	0.398520557313123	0.6856660850015999	0.5048958906118416	0.2893466653667272	0.2932943006392256	2.469344634343613	1.321588647725946	0.8272567508968449	1.6284791676328894	0.563981078646877	5.919388006872475	0.3276811548004442	0.08823877102788319	0.754896051929597	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	13.0	-51183.97559737641	0.0	0.0	154.0	-1198.7431348312525
797000	-52963.039969917176	-1354.7354502024252	-51608.30451971475	2021.2711221851832	46.7312143807366	332.1864048309115	18.115278567582877	4.699210863054199	0.29571065269545627	0.179808152370953	0.19273183667803861	0.3317493582555512	1.740460124520427	0.9106711074602015	8.07954990166102E-4	1.3505575156142742	8.079549901661033E-4	1.350557515614274	0.8809478404144527	1.5244693014414004	1.7973048902973547	1.830432466736373	0.24081015846015447	1.6000817758210737	2.3086829584921125	1.4367713699282392	0.5104101056130314	0.6860034359979927	0.054258273740102954	0.2308154080496009	8.707407651745106	0.5791166371613151	1.4400313691155169	0.1021851699262309	0.30669367847180484	1.1520540403452615	0.7400370935307309	0.09202266867506635	0.3137897210289394	6.177073137191321	0.45737945975639915	0.1466131870511171	4.171239034762685	0.6397408367503141	4.399540050375602	0.5107461996122837	0.038016768899938186	0.5017092124884704	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	14.0	-51155.72387788807	0.0	0.0	154.0	-1221.014914229373
798000	-52899.57997516943	-1327.422180932303	-51572.15779423712	2021.3187860576422	45.421226270306285	349.0927185650903	18.101195859258794	4.274952764102862	0.29599667937715984	0.1843731565939847	0.19124103272015053	0.328389131308704	1.4402485329153871	0.8953102615342655	8.112569207318616E-4	1.4423865102357614	8.11256920731861E-4	1.4423865102357623	0.331918597734712	1.7227752997129329	1.6878561362967421	0.6468274007278358	0.5999363650496525	0.5118097458813627	1.260613204403357	1.4766559877755518	0.7635257155828368	0.6351761186019409	0.0344196526923445	0.7925596969740962	7.484561759097874	0.7027193557825157	0.9666342503101927	0.39905625900067665	0.28968141936551656	2.168176865171327	2.572547550305291	1.2329316285593803	0.5515308836442415	3.920124605222551	0.417531999617255	1.5179865040582878	1.2699873856110948	0.5381092275314766	1.1571188715185003	0.1641915916253315	0.03297847366579225	0.12595894759592252	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	13.0	-51135.27238546836	0.0	0.0	155.0	-1200.5726384566217
799000	-52952.22399701026	-1312.1390910107878	-51640.08490599947	2021.2940198595472	44.54269020259666	589.2139372000777	20.799598814677083	4.746374251891162	0.29296241624724917	0.17739189970109806	0.19867729956806793	0.33096838448358396	0.6043686929351759	0.8768425494747315	8.163269838292761E-4	1.3824496945799434	8.163269838292769E-4	1.3824496945799425	0.3474354150046168	0.7905375814505237	1.0604235805726387	0.32388196832062677	1.5842930526817616	0.7265461698203589	0.5959359442146346	0.8078604546373692	0.8458334043973504	0.035077735768784014	0.018314272196979862	0.24408131461245494	6.40359052180978	1.0358102093902657	1.7779795013758244	0.416889316770678	0.504867752258595	1.1231086545429803	2.588494682254588	0.3629161837858008	0.2579940831489979	4.108444846798299	0.7280732174600878	1.1965603509002036	3.0686841361696855	0.3786869259065445	1.7639355218529147	0.3599786089359786	0.21881891439888648	0.3026947710820506	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	16.0	-51181.32805249223	0.0	0.0	142.0	-1186.2561917943078
800000	-52996.552298595	-1346.554530550545	-51649.99776804446	2021.2449757419508	47.26488089036319	231.50935463688685	15.963061298507254	4.43781312827077	0.2954364591015857	0.18050279712842363	0.19508530896777615	0.3289754348022136	0.6969497280793041	0.875586367769884	8.454892459813115E-4	1.4621011010260965	8.454892459813115E-4	1.4621011010260943	1.8339111375598762	0.23790388681087027	1.513329948522822	0.4165208571153891	0.8956650463196941	0.7319044075226501	0.4663619980910469	2.2316220515403997	1.414606645775277	0.08669497823974928	0.08615436665690777	0.8296509275689935	5.143422092195437	0.39607310097206144	0.684168361005144	0.3490208487530667	0.4440639111645508	0.35107421093988495	1.5036383377190523	0.17761858587576163	0.164349449818057	4.51385625159602	0.5096734973441973	0.15273909571283772	3.5707683321558212	0.7645768498795719	2.63767957733865	0.3668785862211571	0.3554973721132544	0.7348075624439997	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	16.0	-51187.80209106585	0.0	0.0	169.0	-1219.2340898724121
